Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
,,6.0,1.0,37.0,,10.0,,,10.0,2.0,0.0,0.0,0.0,0.0,135.0,2.0,2.0,,24.0,1.0,,,0.0,0.0,3.0,2.0,143.0,1.0,,16.0,1.0,0.0,0.0,,1.0,,,8.0,,3.0,,,,0.0,0.0,,,2.0,,,,3.0,6.0,111.0,3.0,71.0,,0.0,,,,0.0,10.0,0.0,,,,,2.0,,3.0,,,2.0,0.0,,0.0,1.0,0.0,26.0,,,,,,,,,0.0,,,,,,,0.0,135.0,9.0,93.0,,1.0,0.0,,9.0,1.0,0.0,18.0,,11.0,1.0,,73.0,,,,22.0,0.0,,0.0,1.0,0.0,,9.0,,,37.0,,0.0,,49.0,0.0,,17.0,,,,0.0,82.0,0.0,,27.0,,,,,,219.0,0.0,,,,,,0.0,3.0,,9.0,,0.0,1.0,1.0,1.0,,0.0,23.0,,5.0,1.0,1.0,67.0,,3.0,,,0.0,4.0,5.0,1.0,,21.0,1.0,,,,1.0,,,,1.0,,0.0,17.0,0.0,,0.0,,63.0,0.0,27.0,9.0,2.0,,,5.0,44.0,,0.0,,0.0,,,25.0,53.0,,,,0.0,0.0,,156.0,1.0,,2.0,2.0,2.0,,8.0,0.0,2.0,,0.0,,,0.0,5.0,0.0,5.0,,,2.0,0.0,,0.0,,,3.0,0.0,28.0,1.0,3.0,60.0,39.0,8.0,26.0,,,0.0,75.0,11.0,,2.0,,,,,,8.0,0.0,,0.0,,113.0,1.0,,,4.0,337.0,0.0,,,,,2.0,,1.0,0.0,1.0,31.0,,1.0,,,,0.0,,,90.0,,,4.0,,2.0,146.0,,,0.0,,,,,6.0,0.0,28.0,,120.0,3.0,3.0,1.0,,0.0,,2.0,0.0,,0.0,9.0,,,3.0,3.0,,1.0,,62.0,,,0.0,3.0,16.0,5.0,0.0,,42.0,0.0,,,0.0,0.0,,,,0.0,11.0,32.0,46.0,1.0,,,0.0,,,22.0,,21.0,,,,0.0,0.0,2.0,6.0,,,1.0,0.0,0.0,,25.0,,,4.0,,56.0,,,28.0,0.0,,39.0,4.0,2.0,5.0,,,,0.0,,3650
,,12.0,61.0,16.0,,2.0,,,42.0,1.0,116.0,18.0,60.0,10.0,155.0,44.0,0.0,,23.0,0.0,,,,12.0,8.0,8.0,2.0,15.0,,49.0,14.0,3.0,57.0,,5.0,3.0,,37.0,,1.0,,,,1.0,2.0,,,87.0,,,,33.0,4.0,75.0,17.0,1.0,,0.0,,,,11.0,48.0,12.0,,,,,6.0,,7.0,,,6.0,8.0,,25.0,12.0,2.0,119.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,4.0,14.0,2.0,47.0,5.0,2.0,1.0,,10.0,0.0,5.0,33.0,,42.0,,,10.0,,,1.0,80.0,8.0,1.0,182.0,4.0,8.0,,245.0,,,15.0,,1.0,,39.0,8.0,5.0,10.0,,,,28.0,131.0,2.0,,16.0,,,,,1.0,91.0,18.0,,6.0,7.0,,,0.0,4.0,,5.0,,1.0,4.0,9.0,17.0,,0.0,15.0,,412.0,0.0,0.0,367.0,15.0,60.0,,,,4.0,3.0,4.0,,41.0,0.0,,,,4.0,1.0,,0.0,7.0,,,5.0,4.0,,3.0,,376.0,4.0,83.0,13.0,14.0,10.0,,7.0,136.0,,1.0,,1.0,,,88.0,85.0,,,0.0,5.0,69.0,,0.0,36.0,,16.0,15.0,,,35.0,3.0,6.0,,2.0,,,1.0,10.0,2.0,18.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,,32.0,35.0,36.0,3.0,6.0,238.0,73.0,6.0,21.0,,,1.0,131.0,43.0,0.0,1.0,,,2.0,,,18.0,7.0,,2.0,15.0,6.0,2.0,,0.0,3.0,17.0,1.0,,,,,5.0,,,,1.0,163.0,,12.0,,,28.0,1.0,,,28.0,,,10.0,,0.0,105.0,,,0.0,,3.0,0.0,,3.0,74.0,43.0,,16.0,17.0,74.0,6.0,,1.0,,4.0,6.0,,2.0,38.0,,,0.0,1.0,,8.0,,0.0,,,6.0,15.0,29.0,16.0,,,8.0,1.0,,2.0,,,,,,1.0,10.0,136.0,302.0,25.0,,,1.0,,,152.0,9.0,71.0,0.0,,,3.0,25.0,1.0,18.0,,,0.0,10.0,,,6.0,,,10.0,,36.0,29.0,,6.0,6.0,4.0,18.0,1.0,16.0,5.0,,0.0,,,,6690
,,0.0,,6.0,,,,,4.0,0.0,,,0.0,1.0,10.0,0.0,17.0,0.0,2.0,0.0,,,10.0,0.0,0.0,4.0,41.0,,,0.0,1.0,,,,5.0,,,1.0,,8.0,,,,0.0,,,,0.0,,,,2.0,0.0,0.0,0.0,8.0,,,,,,0.0,13.0,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,,,,,23.0,29.0,,,,,,,,3.0,0.0,4.0,,,7.0,,1.0,,,1.0,,3.0,15.0,,31.0,12.0,,0.0,1.0,0.0,,0.0,0.0,,,0.0,,,1.0,,0.0,,2.0,0.0,,1.0,,,,0.0,0.0,0.0,,1.0,,,,,0.0,5.0,0.0,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,15.0,0.0,0.0,,,31.0,0.0,,,,0.0,,,,,0.0,,,,1.0,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,2.0,,1.0,,0.0,,,0.0,0.0,,,0.0,,,,15.0,4.0,,1.0,4.0,,,0.0,0.0,1.0,,,,,,1.0,,0.0,,,,,0.0,,,,1.0,,2.0,,1.0,16.0,0.0,0.0,0.0,,,,4.0,0.0,,3.0,,,,,,0.0,0.0,,,0.0,1.0,,,,,3.0,,,107.0,,,0.0,,,,,0.0,,,,,2.0,,,,13.0,0.0,,0.0,,,9.0,,,,,,0.0,,0.0,,0.0,,28.0,,3.0,0.0,,,,1.0,,,,0.0,,,,,,0.0,,23.0,,,,1.0,19.0,,,,6.0,,,,,,49.0,6.0,,8.0,0.0,5.0,8.0,,,,0.0,,,1.0,,0.0,,,,0.0,,,1.0,,,0.0,,,,1.0,,,0.0,,16.0,2.0,,35.0,,,3.0,,0.0,0.0,,0.0,,,,727
,,,,15.0,,,,,3.0,,,,2.0,,19.0,2.0,139.0,,1.0,,,,5.0,,1.0,5.0,24.0,,,7.0,1.0,,,,10.0,,,0.0,,4.0,,,,,,,,1.0,,,,,0.0,21.0,6.0,9.0,,,,,,,9.0,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,6.0,13.0,,,,,,,,0.0,,1.0,,,10.0,,,,,1.0,,,7.0,,16.0,,,,1.0,1.0,,3.0,,,,0.0,,,1.0,,,,0.0,,,1.0,,,,0.0,4.0,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,0.0,,,1.0,,,,,7.0,0.0,,,,5.0,,,,,,,,,,,,,,,,,0.0,,,,,3.0,,1.0,,,,,,1.0,,,,,,,20.0,5.0,,,,,,,13.0,2.0,,1.0,5.0,,,2.0,,,,,,,,2.0,,4.0,,,,0.0,,,,,,,2.0,,1.0,7.0,1.0,,,,,,2.0,0.0,,5.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,4.0,,,,,,0.0,,,,3.0,,10.0,,7.0,,,,,2.0,,,,14.0,,,,,,,,10.0,,,,1.0,8.0,,,,4.0,,,,,205.0,,5.0,,3.0,,1.0,1.0,,,,,,,0.0,,6.0,,,,,0.0,,2.0,,,12.0,,,,2.0,,,,,11.0,1.0,,21.0,,,0.0,,,,,,,,,780
,,1.0,,22.0,,,,,5.0,,,0.0,9.0,1.0,35.0,5.0,477.0,,1.0,,,,8.0,0.0,5.0,16.0,23.0,,,15.0,3.0,,0.0,,31.0,,,3.0,,17.0,,,,0.0,,,,1.0,,,,2.0,14.0,45.0,25.0,11.0,,,,,,1.0,22.0,,,,,,1.0,,1.0,,,,1.0,,,0.0,0.0,1.0,,,,,,,,21.0,43.0,,,1.0,,,,0.0,4.0,,1.0,0.0,0.0,38.0,,0.0,,,4.0,,6.0,3.0,,16.0,,,0.0,4.0,4.0,,4.0,1.0,0.0,,1.0,,,1.0,,0.0,,4.0,2.0,,3.0,,,,4.0,15.0,,,2.0,,,,,0.0,4.0,,,,,,,,,,,,0.0,,0.0,1.0,,0.0,3.0,,0.0,,,20.0,0.0,1.0,,,15.0,,0.0,,,1.0,,,,,1.0,,,,0.0,,,,0.0,,1.0,,6.0,1.0,2.0,0.0,0.0,3.0,,0.0,1.0,,2.0,,0.0,,,45.0,18.0,,,0.0,1.0,,,18.0,7.0,,1.0,18.0,0.0,,6.0,2.0,1.0,,,,,,1.0,,12.0,,,,,,,,,2.0,,7.0,,1.0,23.0,3.0,,2.0,,,0.0,6.0,1.0,,22.0,,,,,,1.0,1.0,,0.0,2.0,0.0,,,,0.0,2.0,,,,,,0.0,,,,,2.0,,,,,5.0,,,,9.0,2.0,,,,,7.0,,,,,,3.0,,,,19.0,,14.0,2.0,15.0,,,0.0,,21.0,0.0,,,62.0,,,,,,2.0,,10.0,,,1.0,2.0,19.0,0.0,,,5.0,,,1.0,,7.0,8.0,,,31.0,1.0,4.0,11.0,,,,1.0,,,1.0,,21.0,,,,,1.0,,3.0,,,57.0,2.0,,,1.0,,,0.0,,14.0,5.0,,110.0,1.0,0.0,8.0,,0.0,,,4.0,,,,1741
,2.0,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,24.0,,,,,,,,,,,,,4.0,5.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,2.0,,,,,,,,,3.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,35.0,,,,,,9.0,1.0,,0.0,,,,,6.0,,0.0,,15.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,2.0,,,,7.0,5.0,,0.0,,2.0,,,,,,,,,,,,,,,,18.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,12.0,,,2.0,,,3.0,,,,,,,,28.0,,,0.0,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,49.0,,,25.0,,,,,,,,0.0,,,1.0,,,,12.0,,,,,,,,,,0.0,,,6.0,,,,,0.0,,15.0,,,372
,,3.0,,147.0,,0.0,0.0,,33.0,4.0,0.0,0.0,31.0,4.0,131.0,76.0,262.0,2.0,7.0,,,,19.0,1.0,37.0,77.0,72.0,,,65.0,4.0,0.0,2.0,,63.0,2.0,,18.0,,86.0,,,,3.0,1.0,,,2.0,,,,10.0,57.0,273.0,92.0,38.0,,0.0,,,,3.0,86.0,2.0,,,2.0,,3.0,,6.0,,,1.0,3.0,,0.0,4.0,2.0,3.0,,,,,,,,26.0,68.0,,,4.0,,,,3.0,20.0,1.0,27.0,5.0,3.0,60.0,,3.0,0.0,0.0,27.0,,30.0,13.0,,72.0,,,4.0,9.0,65.0,7.0,122.0,3.0,11.0,,5.0,,,7.0,,7.0,,24.0,6.0,1.0,7.0,,,0.0,50.0,42.0,4.0,,9.0,,,,,2.0,24.0,3.0,,4.0,5.0,,,0.0,4.0,,1.0,,0.0,0.0,3.0,11.0,,1.0,10.0,,0.0,2.0,,78.0,9.0,7.0,,,20.0,3.0,1.0,2.0,,2.0,,,,,3.0,0.0,,0.0,2.0,,,0.0,4.0,,2.0,,86.0,3.0,20.0,6.0,2.0,7.0,,3.0,9.0,,7.0,,19.0,,,195.0,88.0,,,5.0,3.0,1.0,,41.0,36.0,,5.0,72.0,0.0,,64.0,5.0,3.0,,2.0,,,2.0,12.0,,70.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,,19.0,1.0,37.0,0.0,6.0,96.0,38.0,,5.0,,,2.0,15.0,4.0,0.0,40.0,,,2.0,,,7.0,2.0,,0.0,13.0,2.0,1.0,,2.0,2.0,19.0,,,,,,5.0,,,,,11.0,,0.0,,,36.0,1.0,,,37.0,2.0,,1.0,,0.0,48.0,0.0,,1.0,,9.0,8.0,,2.0,1.0,57.0,,66.0,10.0,65.0,2.0,,2.0,,55.0,2.0,,1.0,164.0,,,0.0,,,5.0,,44.0,,1.0,3.0,10.0,69.0,0.0,0.0,,41.0,1.0,,2.0,1.0,9.0,27.0,28.0,,,6.0,22.0,37.0,0.0,,,1.0,,,7.0,2.0,108.0,,,,1.0,7.0,2.0,14.0,,,426.0,7.0,1.0,,5.0,,,4.0,,49.0,14.0,,601.0,1.0,2.0,26.0,3.0,3.0,2.0,,9.0,,2.0,,5963
,,21.0,60.0,1.0,,27.0,1.0,,7.0,3.0,0.0,0.0,50.0,1.0,9.0,40.0,0.0,0.0,14.0,2.0,,,0.0,,2.0,2.0,2.0,0.0,,30.0,1.0,2.0,1.0,,1.0,,,4.0,,1.0,,,,,,,,4.0,,,,3.0,9.0,52.0,10.0,3.0,,4.0,,,0.0,0.0,5.0,18.0,1.0,,,,3.0,1.0,1.0,,,0.0,0.0,,0.0,,1.0,6.0,,,2.0,,,,,0.0,0.0,,,0.0,,,,7.0,2.0,8.0,26.0,0.0,0.0,0.0,,3.0,53.0,,6.0,,13.0,0.0,,7.0,,,,0.0,77.0,0.0,138.0,0.0,70.0,,5.0,,,3.0,,1.0,,11.0,,0.0,,,,,57.0,27.0,1.0,,0.0,,,,,0.0,73.0,,,,1.0,,,1.0,166.0,,0.0,,,,,,,0.0,4.0,,4.0,1.0,62.0,19.0,1.0,4.0,,,,0.0,0.0,0.0,,3.0,104.0,,,,0.0,0.0,,,0.0,,,2.0,6.0,,0.0,,76.0,8.0,14.0,4.0,3.0,0.0,,1.0,3.0,,0.0,,1.0,,,90.0,49.0,,,0.0,0.0,2.0,,1.0,0.0,,1.0,5.0,,9.0,71.0,0.0,,,8.0,,,0.0,1.0,4.0,9.0,3.0,,0.0,0.0,68.0,5.0,28.0,,0.0,0.0,16.0,1.0,2.0,32.0,10.0,38.0,1.0,,,0.0,22.0,3.0,4.0,0.0,,,21.0,,,4.0,1.0,,10.0,0.0,1.0,39.0,,0.0,0.0,9.0,3.0,,,,,0.0,,59.0,,167.0,7.0,,5.0,,,1.0,0.0,,,3.0,0.0,,0.0,,24.0,31.0,,,,,,0.0,,1.0,0.0,34.0,,9.0,12.0,2.0,3.0,,4.0,,1.0,0.0,,1.0,11.0,,,10.0,9.0,,12.0,,4.0,,,1.0,3.0,6.0,1.0,0.0,,2.0,0.0,,4.0,1.0,0.0,,0.0,,2.0,,11.0,45.0,2.0,,,0.0,,,0.0,1.0,22.0,15.0,,,0.0,88.0,,3.0,,0.0,1.0,14.0,9.0,,2.0,,,2.0,,42.0,3.0,,3.0,4.0,1.0,12.0,0.0,1.0,1.0,,0.0,,0.0,,2764
,,9.0,15.0,57.0,,1.0,0.0,,147.0,35.0,7.0,4.0,157.0,40.0,158.0,82.0,8.0,1.0,31.0,1.0,,,0.0,33.0,7.0,23.0,135.0,46.0,,154.0,23.0,1.0,12.0,,4.0,5.0,,407.0,,5.0,,,,0.0,5.0,,,28.0,,,,131.0,8.0,220.0,45.0,33.0,,2.0,,,1.0,34.0,212.0,10.0,0.0,,0.0,,7.0,3.0,18.0,,,22.0,28.0,,1.0,45.0,10.0,43.0,,,1.0,,,,,2.0,3.0,,,4.0,,,,2.0,25.0,6.0,60.0,17.0,9.0,10.0,,1.0,1.0,7.0,61.0,,34.0,0.0,,23.0,,,0.0,789.0,0.0,0.0,190.0,28.0,15.0,,213.0,,,31.0,,4.0,,59.0,20.0,1.0,12.0,,,0.0,0.0,1409.0,14.0,,11.0,,,,,2.0,153.0,27.0,,9.0,7.0,,,3.0,11.0,,4.0,,5.0,13.0,19.0,30.0,,6.0,65.0,,481.0,12.0,0.0,149.0,27.0,23.0,,,0.0,2.0,3.0,0.0,,13.0,0.0,,,,4.0,5.0,,,43.0,,0.0,4.0,17.0,,11.0,,1392.0,3.0,72.0,11.0,0.0,15.0,,4.0,39.0,,9.0,,4.0,,,230.0,106.0,,,0.0,5.0,48.0,,91.0,82.0,,117.0,27.0,2.0,2.0,114.0,40.0,33.0,,11.0,,,2.0,39.0,1.0,18.0,1.0,1.0,3.0,5.0,5.0,3.0,0.0,,58.0,5.0,140.0,0.0,4.0,2152.0,209.0,14.0,30.0,,,3.0,36.0,85.0,1.0,3.0,,,1.0,,,7.0,24.0,,3.0,20.0,28.0,0.0,,0.0,86.0,1.0,0.0,1.0,,,,2.0,,0.0,1.0,1.0,36.0,,174.0,,,74.0,0.0,,,119.0,0.0,,4.0,,1.0,177.0,0.0,,4.0,,5.0,0.0,,0.0,9.0,14.0,,44.0,37.0,100.0,8.0,,4.0,,9.0,76.0,,4.0,80.0,,,0.0,1.0,,27.0,,224.0,,0.0,26.0,62.0,88.0,138.0,5.0,,80.0,3.0,,16.0,17.0,0.0,0.0,1.0,,5.0,21.0,,829.0,90.0,,,0.0,,,1078.0,20.0,10.0,0.0,,,2.0,30.0,4.0,30.0,,1.0,9.0,21.0,0.0,,28.0,0.0,,5.0,,17.0,71.0,,26.0,7.0,5.0,1.0,,56.0,0.0,,0.0,,11.0,,16218
,,30.0,59.0,153.0,,9.0,2.0,,235.0,91.0,18.0,9.0,399.0,27.0,480.0,117.0,21.0,2.0,94.0,62.0,,,3.0,67.0,27.0,56.0,364.0,107.0,,365.0,42.0,4.0,38.0,,8.0,25.0,,435.0,,9.0,,,,0.0,20.0,,,77.0,,,,342.0,32.0,379.0,58.0,199.0,,8.0,,,3.0,86.0,303.0,21.0,2.0,,0.0,,37.0,3.0,69.0,,,44.0,30.0,,4.0,128.0,27.0,195.0,,,1.0,,,,,6.0,5.0,,,4.0,,,,10.0,145.0,8.0,180.0,41.0,50.0,18.0,,11.0,4.0,16.0,156.0,,70.0,2.0,,242.0,,,7.0,1968.0,5.0,0.0,242.0,70.0,59.0,,434.0,,,119.0,,11.0,,229.0,53.0,7.0,94.0,,,1.0,2.0,1989.0,29.0,,123.0,,,,,8.0,495.0,55.0,,51.0,27.0,,,5.0,42.0,,13.0,,10.0,26.0,69.0,59.0,,19.0,298.0,,930.0,29.0,1.0,587.0,82.0,62.0,,,1.0,10.0,20.0,8.0,,18.0,0.0,,,,22.0,12.0,,0.0,95.0,,2.0,15.0,35.0,,30.0,,1956.0,15.0,124.0,10.0,12.0,50.0,,3.0,165.0,,15.0,,18.0,,,550.0,245.0,,,4.0,29.0,98.0,,357.0,111.0,,361.0,24.0,5.0,1.0,146.0,35.0,98.0,,35.0,,,16.0,103.0,7.0,65.0,1.0,4.0,7.0,20.0,43.0,9.0,0.0,,184.0,6.0,409.0,3.0,42.0,5181.0,720.0,33.0,59.0,,,16.0,242.0,208.0,4.0,8.0,,,3.0,,,48.0,74.0,,11.0,26.0,65.0,11.0,,1.0,274.0,36.0,18.0,0.0,,,,9.0,,1.0,2.0,2.0,212.0,,442.0,,,122.0,1.0,,,323.0,5.0,,13.0,,10.0,775.0,0.0,,2.0,,12.0,11.0,,11.0,36.0,94.0,,202.0,153.0,140.0,33.0,,22.0,,28.0,115.0,,17.0,222.0,,,1.0,0.0,,113.0,,231.0,,0.0,26.0,86.0,456.0,280.0,9.0,,278.0,20.0,,59.0,66.0,2.0,0.0,5.0,,14.0,51.0,1154.0,,221.0,,,2.0,,,2599.0,58.0,98.0,2.0,,,4.0,184.0,8.0,133.0,,5.0,13.0,67.0,3.0,,82.0,1.0,,9.0,,227.0,221.0,,67.0,32.0,7.0,53.0,2.0,122.0,2.0,,7.0,,26.0,,37517
,0.0,12.0,30.0,11.0,,3.0,0.0,,75.0,8.0,17.0,11.0,127.0,26.0,66.0,92.0,,,33.0,0.0,,,0.0,24.0,20.0,155.0,10.0,182.0,,84.0,25.0,5.0,37.0,,0.0,4.0,,173.0,,0.0,,,,,9.0,,,86.0,,4.0,,89.0,6.0,68.0,1.0,1.0,0.0,1.0,,,,30.0,71.0,138.0,,,,89.0,11.0,0.0,21.0,,,14.0,19.0,125.0,7.0,23.0,11.0,119.0,,,0.0,,,,,0.0,0.0,,1.0,,,,,8.0,32.0,2.0,83.0,4.0,14.0,0.0,,10.0,0.0,5.0,100.0,,80.0,0.0,,60.0,,,,391.0,19.0,,496.0,23.0,22.0,0.0,528.0,,,28.0,,,,65.0,28.0,2.0,23.0,,,,30.0,439.0,4.0,,27.0,,144.0,0.0,,,146.0,26.0,,13.0,5.0,,,0.0,9.0,,3.0,,1.0,4.0,14.0,47.0,,5.0,53.0,182.0,1410.0,8.0,0.0,338.0,39.0,60.0,0.0,,,3.0,3.0,1.0,,32.0,0.0,,,,5.0,1.0,,,35.0,,,6.0,5.0,,12.0,,1043.0,3.0,112.0,22.0,37.0,26.0,,17.0,87.0,,,,,,,1547.0,126.0,,6.0,,15.0,37.0,,1.0,75.0,,53.0,2.0,3.0,,9.0,10.0,55.0,,4.0,,,,31.0,,7.0,0.0,0.0,2.0,3.0,8.0,2.0,2.0,,56.0,4.0,13.0,3.0,17.0,1008.0,187.0,4.0,26.0,,,7.0,129.0,202.0,0.0,,,,2.0,,,17.0,10.0,,2.0,37.0,10.0,2.0,0.0,,22.0,12.0,0.0,,,,,11.0,,0.0,1.0,0.0,86.0,,380.0,,,75.0,3.0,,,94.0,,0.0,5.0,,0.0,157.0,,,0.0,,13.0,,,7.0,22.0,151.0,14.0,84.0,42.0,48.0,4.0,,3.0,,0.0,26.0,0.0,2.0,0.0,,,1.0,0.0,,28.0,,14.0,,,13.0,34.0,108.0,270.0,1.0,,10.0,8.0,,9.0,34.0,,,0.0,,0.0,17.0,665.0,1222.0,,,,,,,664.0,16.0,204.0,1.0,,,4.0,38.0,4.0,24.0,,2.0,,9.0,0.0,,12.0,,,18.0,,96.0,81.0,,0.0,4.0,7.0,8.0,4.0,78.0,5.0,131.0,,,5.0,,17499
