Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All,All Saints,All_Dest,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal
7.0,,,,,2652.0,,,,,,,,,,,,239.0,,,,,,7.0,3.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,127.0,-48.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,16.0,43.0,13.0,,,,,,,25.0,,,,,,,,,27.0,,,,,,,,8.0,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,2.0,,,,,,,50.0,,,60.0,,,,,65.0,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,30.0,,16.0,,,,,,,,,,,,,,,,,15.0,,14.0,,,,,,,76.0,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,-75.0,12.0,8.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,,,,,,16.0,,27.0,,,,,,,,,,,,,,,77.0
,,7.0,,-81.0,6299.0,,,5.0,,,9.0,4.0,4.0,1.0,22.0,15.0,82.0,-31.0,-19.0,2.0,7.0,4.0,,,1.0,11.0,6.0,10.0,-76.0,11.0,,55.0,5.0,4.0,4.0,,-14.0,3.0,,12.0,,-29.0,,,,0.0,4.0,,,5.0,,,,12.0,46.0,134.0,18.0,-39.0,,3.0,,,,2.0,39.0,23.0,,,2.0,,4.0,,6.0,,,5.0,6.0,,1.0,10.0,4.0,13.0,,,3.0,,,,,-4.0,-9.0,,,3.0,,,,5.0,14.0,5.0,18.0,6.0,6.0,-41.0,,4.0,,5.0,12.0,,8.0,-1.0,,-51.0,,,1.0,53.0,-19.0,0.0,-42.0,10.0,12.0,,22.0,,,6.0,,-1.0,,10.0,10.0,3.0,19.0,,,1.0,-7.0,78.0,6.0,,4.0,,,,,1.0,42.0,9.0,,9.0,9.0,,,8.0,13.0,,7.0,,3.0,4.0,8.0,6.0,,5.0,14.0,,70.0,3.0,2.0,52.0,9.0,3.0,,,-1.0,3.0,4.0,2.0,,9.0,,,,,2.0,3.0,,,9.0,,,0.0,8.0,,5.0,,29.0,6.0,21.0,4.0,2.0,7.0,,3.0,23.0,,-8.0,,-16.0,,,78.0,69.0,,,3.0,5.0,4.0,,-22.0,17.0,,15.0,-2.0,,,11.0,6.0,9.0,,4.0,,,-4.0,13.0,,2.0,1.0,3.0,3.0,3.0,9.0,7.0,,,18.0,2.0,32.0,3.0,6.0,124.0,42.0,11.0,7.0,,,,28.0,17.0,2.0,-23.0,,,2.0,,,2.0,9.0,,3.0,6.0,5.0,2.0,,0.0,15.0,13.0,,,,,,1.0,,,,,15.0,,33.0,,,32.0,2.0,,,-3.0,1.0,,4.0,,,15.0,,,2.0,,7.0,1.0,,7.0,3.0,30.0,,-28.0,14.0,33.0,4.0,,5.0,,,3.0,,,-32.0,,,,2.0,,9.0,,-49.0,,1.0,5.0,12.0,34.0,12.0,1.0,,-31.0,2.0,,-1.0,4.0,5.0,6.0,-2.0,,-25.0,16.0,49.0,96.0,19.0,,,2.0,,,58.0,6.0,54.0,7.0,,,7.0,24.0,,15.0,,1.0,-30.0,21.0,,,0.0,,,0.0,,-2.0,24.0,,-206.0,3.0,18.0,16.0,3.0,6.0,4.0,,1.0,,5.0,
,,0.0,4.0,-29.0,-1611.0,,,5.0,1.0,,-49.0,-9.0,3.0,0.0,-31.0,-117.0,-663.0,-11.0,19.0,1.0,-18.0,2.0,,,2.0,-9.0,-6.0,-4.0,-93.0,4.0,,7.0,-102.0,3.0,2.0,,0.0,1.0,,-55.0,,0.0,,,,,1.0,,,-7.0,,,,-41.0,47.0,-53.0,30.0,10.0,,1.0,,,,-8.0,-119.0,-37.0,,,,,-3.0,,-21.0,,,-2.0,-44.0,,1.0,-5.0,-28.0,-2.0,,,,,,,,3.0,4.0,,,4.0,,,,1.0,1.0,5.0,-19.0,0.0,-1.0,6.0,,7.0,2.0,3.0,-15.0,,-55.0,,,-91.0,,,3.0,-142.0,,,-53.0,-4.0,4.0,,-24.0,,,-14.0,,1.0,,-33.0,5.0,,-16.0,,,,,-386.0,-1.0,,-12.0,,,,,2.0,-82.0,-5.0,,-4.0,5.0,,,7.0,10.0,,2.0,,3.0,2.0,4.0,2.0,,3.0,-41.0,,-54.0,0.0,2.0,-53.0,-16.0,-4.0,,,3.0,2.0,2.0,1.0,,3.0,,,,,-7.0,1.0,,14.0,-20.0,,,1.0,4.0,,-3.0,,-231.0,4.0,-16.0,3.0,0.0,2.0,,2.0,-61.0,,5.0,,6.0,,,98.0,-313.0,,,3.0,0.0,1.0,,-11.0,-15.0,,-31.0,0.0,3.0,,-441.0,-46.0,-21.0,,1.0,,,2.0,-3.0,,-1.0,-1.0,2.0,4.0,4.0,3.0,,3.0,,-8.0,1.0,-256.0,,-11.0,-582.0,-72.0,4.0,-27.0,,,2.0,24.0,-87.0,2.0,4.0,,,2.0,,,-2.0,-4.0,,2.0,-9.0,-6.0,2.0,,1.0,-25.0,16.0,6.0,,,,,3.0,,2.0,,,1.0,,-1.0,,,-9.0,2.0,,,-64.0,2.0,,1.0,,3.0,-86.0,,,2.0,,-28.0,4.0,,4.0,3.0,16.0,,8.0,-10.0,-3.0,-6.0,,2.0,,1.0,,,4.0,83.0,,,2.0,,,-5.0,,-28.0,,,-35.0,-109.0,-71.0,-12.0,1.0,,-25.0,0.0,,-15.0,1.0,7.0,,3.0,,5.0,10.0,-445.0,-560.0,-2.0,,,3.0,,,-236.0,-9.0,-113.0,,,,5.0,5.0,3.0,-4.0,,1.0,16.0,4.0,,,-9.0,0.0,,1.0,,25.0,-42.0,,34.0,-2.0,13.0,24.0,3.0,0.0,,,4.0,,2.0,
,,,,,602.0,,,,,,,,,,,,,,22.0,,,,,,,,,-17.0,,,,,,,,,,,,,,,,17.0,7.0,,,-4.0,,,,-30.0,40.0,,,,,,,,,,,,,,,3.0,,7.0,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.0,,,,,,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,7.0,71.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-339.0,,,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,-256.0,,,,,,-18.0,,,,,,,,,,,,,,0.0,,,,7.0,,,,,9.0,,,,,,,134.0,,,,,,,,,5.0,,,,,,,,,,2.0,,,,,,,,,,,16.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,,,,,,,,9.0,,,,
,9.0,,29.0,33.0,10674.0,,,,2.0,,31.0,9.0,,,39.0,18.0,273.0,32.0,27.0,,,2.0,,,3.0,,13.0,18.0,45.0,13.0,,73.0,16.0,,4.0,,,,,16.0,,,8.0,6.0,,,,,-6.0,,27.0,,37.0,24.0,73.0,213.0,55.0,22.0,15.0,,1.0,,,,55.0,17.0,,,,,,,8.0,44.0,58.0,7.0,7.0,,,,,16.0,,11.0,,,,,,4.0,6.0,,37.0,,61.0,,,,,,22.0,,,9.0,,6.0,,,10.0,,13.0,,,38.0,,,,-12.0,40.0,,90.0,,,19.0,25.0,,,11.0,,3.0,,16.0,,,30.0,,23.0,,30.0,101.0,,,8.0,39.0,,18.0,25.0,,65.0,,21.0,,-16.0,,14.0,-72.0,11.0,2.0,,-15.0,,,,,,,10.0,,84.0,5.0,,79.0,,6.0,28.0,,,,,,45.0,9.0,,,28.0,,4.0,-21.0,9.0,8.0,,14.0,-53.0,2.0,,1.0,-21.0,,123.0,,23.0,,2.0,,,,35.0,,7.0,12.0,9.0,,,209.0,115.0,,,,-20.0,6.0,,37.0,23.0,,11.0,12.0,,,99.0,6.0,15.0,,,,34.0,3.0,,,24.0,,-15.0,,,,6.0,,,15.0,,62.0,,12.0,151.0,41.0,,7.0,30.0,,,41.0,19.0,,,,,,,,7.0,-43.0,26.0,,,,,,,7.0,10.0,,,,,,,,,,,19.0,,37.0,110.0,,11.0,,,,29.0,,12.0,,-7.0,,52.0,-17.0,,,19.0,,,,6.0,4.0,37.0,,49.0,14.0,47.0,4.0,,,,9.0,5.0,,,166.0,,,,,24.0,10.0,16.0,30.0,,,5.0,17.0,74.0,14.0,,,32.0,,,6.0,5.0,,,,19.0,8.0,17.0,49.0,102.0,20.0,,,,13.0,,66.0,-20.0,72.0,,-1.0,8.0,-57.0,,,7.0,,,22.0,15.0,,,,,,,,59.0,,,63.0,3.0,-232.0,21.0,4.0,8.0,,,,8.0,,
-216.0,-10.0,4.0,10.0,-161.0,-42527.0,-145.0,,2.0,2.0,,-138.0,-13.0,-3.0,0.0,-167.0,-16.0,-906.0,-119.0,2.0,-42.0,-13.0,5.0,11.0,4.0,-7.0,4.0,-377.0,-615.0,-26.0,12.0,13.0,-751.0,-35.0,0.0,-6.0,-160.0,-15.0,-2.0,-37.0,-76.0,,-34.0,-38.0,-56.0,16.0,-53.0,0.0,6.0,16.0,-8.0,-667.0,,-1123.0,-9.0,-842.0,-3729.0,-1264.0,7.0,-286.0,0.0,11.0,-243.0,6.0,-5.0,-1158.0,-59.0,2.0,,-26.0,7.0,7.0,8.0,-38.0,,69.0,-12.0,-24.0,14.0,0.0,-21.0,-7.0,-63.0,-107.0,11.0,3.0,,20.0,-196.0,19.0,-9.0,-14.0,20.0,-1014.0,-152.0,,-39.0,-229.0,-15.0,-156.0,4.0,-40.0,-29.0,-13.0,-50.0,13.0,-8.0,2.0,-1.0,-48.0,11.0,-195.0,-2.0,-14.0,-56.0,,16.0,-73.0,0.0,-109.0,-27.0,-214.0,-15.0,-13.0,-135.0,17.0,-357.0,,-24.0,16.0,-117.0,-83.0,-37.0,-17.0,3.0,-34.0,-323.0,-181.0,-15.0,-44.0,-395.0,-13.0,7.0,-50.0,-1142.0,,-344.0,11.0,-71.0,-45.0,2.0,-411.0,-71.0,-8.0,-114.0,15.0,4.0,0.0,4.0,4.0,12.0,2.0,-2.0,-7.0,-53.0,-21.0,-2.0,-34.0,8.0,-1121.0,-7.0,2.0,-1311.0,-67.0,-15.0,-1075.0,,-1.0,-9.0,-6.0,-6.0,16.0,-49.0,3.0,-780.0,0.0,-41.0,-23.0,2.0,-72.0,-41.0,4.0,-23.0,8.0,-3.0,-9.0,,-11.0,-69.0,-36.0,-4.0,-200.0,3.0,-5.0,-152.0,-579.0,3.0,-82.0,-228.0,-308.0,,-393.0,,30.0,-6776.0,-1215.0,-120.0,28.0,-96.0,-12.0,-17.0,-157.0,25.0,-372.0,-101.0,-47.0,-491.0,-1.0,6.0,57.0,-25.0,-24.0,-5.0,-17.0,,,-77.0,-84.0,,-756.0,1.0,1.0,1.0,-6.0,2.0,4.0,4.0,,-157.0,1.0,-73.0,0.0,-59.0,-871.0,-21.0,9.0,-15.0,,,-14.0,-152.0,-45.0,2.0,-16.0,-194.0,-110.0,0.0,19.0,-215.0,-21.0,-8.0,,-10.0,-119.0,2.0,1.0,9.0,-40.0,-7.0,-14.0,6.0,-19.0,-666.0,,18.0,2.0,18.0,1.0,2.0,3.0,-66.0,-230.0,35.0,64.0,82.0,-260.0,3.0,128.0,23.0,-68.0,-97.0,-31.0,2.0,,3.0,-86.0,2.0,-576.0,1.0,19.0,-6.0,-170.0,19.0,1.0,-6.0,-802.0,8.0,-145.0,-81.0,-1013.0,2.0,18.0,-1.0,-405.0,-104.0,-28.0,15.0,-8.0,,-104.0,-463.0,2.0,2.0,,-40.0,,-53.0,9.0,-6.0,-16.0,-60.0,-1011.0,13.0,-4.0,79.0,-116.0,-5.0,18.0,1.0,-13.0,6.0,2.0,-5.0,17.0,-30.0,1.0,-238.0,-223.0,20.0,,,-74.0,,,11.0,-8.0,-1361.0,5.0,24.0,40.0,-2.0,-33.0,-3.0,-35.0,,0.0,-267.0,-151.0,0.0,-172.0,-7.0,1.0,-190.0,-3.0,17.0,-620.0,-190.0,11.0,-722.0,-12.0,-64.0,25.0,0.0,-35.0,9.0,12.0,-130.0,,-3.0,-992.0
3.0,,,,,1579.0,,,,,,,,,,,,,,,,,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,47.0,18.0,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,72.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,14.0,,,,,,,,,,,,,,,,,16.0,,17.0,,,,,,,78.0,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,1.0,,,,,-42.0,,-3.0,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,14.0,,32.0,,,,,,,,,,,,,,,67.0
-2.0,,,,,1281.0,14.0,,,,,,,,,,,,,,,,,10.0,3.0,,,,,,,19.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,99.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,15.0,45.0,14.0,,,,,,,28.0,11.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,45.0,,,63.0,,,,,70.0,,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,33.0,,17.0,9.0,,,,,,,,,,,,,,,,16.0,,17.0,,,,,,,80.0,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,-2.0,,,,,-1389.0,-3.0,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-284.0,,,9.0,,,-1.0,,33.0,,,,,,,,,,,,,,,5.0
,,-41.0,40.0,39.0,10103.0,,,-23.0,2.0,,35.0,12.0,5.0,,65.0,21.0,328.0,42.0,,,-4.0,4.0,,,,,16.0,,48.0,14.0,,94.0,,-7.0,4.0,,,,,19.0,,,,,,,,,,10.0,,,,28.0,81.0,234.0,64.0,23.0,,3.0,,,,8.0,71.0,33.0,,,,,-12.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,3.0,-13.0,-61.0,-29.0,,7.0,10.0,,2.0,-8.0,,31.0,,25.0,,,47.0,,,,86.0,46.0,,119.0,,9.0,,29.0,,,8.0,,,,4.0,,-1.0,36.0,,,,35.0,112.0,,,13.0,,,,,,-68.0,,,,,,,,4.0,,3.0,,4.0,3.0,5.0,,,6.0,18.0,,101.0,,-7.0,91.0,10.0,6.0,,,,-2.0,-18.0,-1.0,,8.0,-3.0,,,,,,,,18.0,,,-1.0,9.0,,,,150.0,4.0,8.0,6.0,5.0,,,4.0,36.0,,,,,,,248.0,129.0,,,,,4.0,,40.0,,,,17.0,,5.0,121.0,,17.0,,4.0,,,,,-43.0,27.0,,,-13.0,,5.0,3.0,,,21.0,3.0,71.0,-4.0,,203.0,85.0,-60.0,0.0,,,,49.0,24.0,,,,,2.0,,,-1.0,,,2.0,,0.0,-25.0,,,20.0,-7.0,5.0,,,,,3.0,,-3.0,,-6.0,19.0,,46.0,,,,1.0,,,30.0,,,-3.0,,-54.0,35.0,,,,,,,,4.0,4.0,44.0,,49.0,19.0,60.0,-2.0,,,,,8.0,,,195.0,,,,-13.0,,13.0,,33.0,,,7.0,17.0,90.0,17.0,,,37.0,,,-11.0,4.0,,,,,8.0,-67.0,68.0,139.0,26.0,,,,,,80.0,,106.0,5.0,,,,19.0,,18.0,,,,25.0,1.0,,5.0,,,6.0,,63.0,,,72.0,4.0,,12.0,3.0,9.0,8.0,,,,,
,,-61.0,40.0,36.0,9239.0,,,-18.0,2.0,,35.0,,5.0,,67.0,,315.0,42.0,28.0,,-14.0,4.0,,,,,,,47.0,15.0,,94.0,,-7.0,4.0,,7.0,,,20.0,,,,,,,,,,7.0,,,,28.0,79.0,231.0,64.0,24.0,,,,,,,67.0,33.0,,,,,-15.0,,10.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,-32.0,-84.0,-28.0,,,10.0,,2.0,-14.0,,,,26.0,,,45.0,,,,84.0,,,119.0,,17.0,,32.0,,,7.0,,,,1.0,,2.0,35.0,,,,,104.0,,,14.0,,,,,,-120.0,,,,,,,,10.0,,-12.0,,3.0,0.0,1.0,,,,17.0,,101.0,4.0,-2.0,80.0,,7.0,,,,-8.0,-30.0,-8.0,,1.0,-4.0,,,,5.0,,,,17.0,,,2.0,,,,,143.0,,4.0,7.0,7.0,,,3.0,35.0,,8.0,,,,,239.0,124.0,,,,,6.0,,40.0,29.0,,,15.0,,,116.0,,18.0,,,,,,,-50.0,25.0,,,-34.0,,,,2.0,,24.0,,69.0,-10.0,,200.0,84.0,-62.0,4.0,,,,48.0,24.0,,,,,,,,0.0,,,,,-6.0,-14.0,,,,-6.0,,,,,,4.0,,-7.0,,-2.0,13.0,,46.0,,,36.0,2.0,,,24.0,,,-6.0,,-41.0,35.0,,,,,,,,5.0,5.0,41.0,,40.0,,55.0,-2.0,,,,9.0,7.0,,,192.0,,,-7.0,,,,,33.0,,,6.0,19.0,86.0,16.0,,,35.0,,,-6.0,4.0,,,,,,-60.0,68.0,136.0,,,,,,,77.0,,101.0,6.0,,,,,,19.0,,,25.0,,1.0,,2.0,,,,,65.0,,,69.0,,,7.0,2.0,8.0,8.0,,,,,
,14.0,,,,-725.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,,,,,,,,16.0,,24.0,14.0,40.0,,-1299.0,,,,10.0,,11.0,,,,,,,,,,,,,-8.0,-81.0,,,15.0,,,,,,,,0.0,,,,,,8.0,32.0,,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,26.0,,,,,,18.0,34.0,,15.0,9.0,,,,33.0,,10.0,,,,,4.0,,,,,,,,,,,-17.0,,,,,,23.0,2.0,,,,,10.0,,,,22.0,,,,19.0,8.0,,15.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,-38.0,-3.0,,,,,,,,,,,,1.0,,,,,,,,,,-3.0,3.0,,,,,,,,,,,,,-21.0,,,,,9.0,,,,,,,2.0,,,,,,,,,,-7.0,,33.0,,-66.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,19.0,4.0,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,2.0,,,,,,,,,,15.0,4.0,,,,,,,,,,,,,,-1108.0,,18.0,,,,,,,,,
,,7.0,13.0,24.0,5857.0,,,5.0,2.0,,26.0,9.0,4.0,1.0,-101.0,16.0,156.0,13.0,25.0,2.0,7.0,4.0,,,2.0,,3.0,12.0,3.0,10.0,,-170.0,13.0,4.0,4.0,,6.0,,,6.0,,7.0,,,,2.0,,,,7.0,,,,22.0,33.0,-164.0,25.0,10.0,,-14.0,,,4.0,,-26.0,4.0,1.0,,,,,6.0,7.0,,,6.0,6.0,,2.0,,4.0,3.0,,,2.0,,,,,4.0,4.0,,,6.0,,,,-10.0,16.0,5.0,17.0,5.0,6.0,8.0,,7.0,2.0,,10.0,,16.0,2.0,,21.0,,,3.0,57.0,0.0,1.0,31.0,,-5.0,,19.0,,,8.0,,3.0,,10.0,,1.0,26.0,,,,5.0,-99.0,6.0,,12.0,,,,,2.0,28.0,,,6.0,,,,7.0,1.0,,5.0,,3.0,3.0,8.0,,,5.0,7.0,,63.0,4.0,2.0,5.0,2.0,6.0,,,,3.0,4.0,2.0,,3.0,2.0,,,,3.0,2.0,,14.0,13.0,,,3.0,-24.0,,4.0,,75.0,-27.0,5.0,5.0,3.0,7.0,,0.0,25.0,,6.0,,8.0,,,89.0,-40.0,,,4.0,3.0,5.0,,9.0,10.0,,-9.0,8.0,,0.0,41.0,5.0,,,-4.0,,,3.0,13.0,3.0,6.0,1.0,,5.0,4.0,-6.0,4.0,2.0,,8.0,2.0,50.0,3.0,9.0,89.0,-13.0,,6.0,,,3.0,3.0,11.0,2.0,4.0,,,1.0,,,6.0,7.0,,0.0,3.0,7.0,2.0,,1.0,-9.0,17.0,6.0,,,,,2.0,,1.0,,3.0,12.0,,29.0,,,22.0,0.0,,,8.0,3.0,,3.0,,2.0,4.0,,,,,8.0,4.0,,5.0,4.0,-50.0,,35.0,-37.0,-49.0,3.0,,-3.0,,8.0,5.0,,,128.0,,,2.0,,,,,-1.0,,,5.0,15.0,22.0,10.0,,,15.0,3.0,,3.0,4.0,7.0,,3.0,,6.0,4.0,27.0,-26.0,17.0,,,3.0,,,52.0,4.0,-42.0,7.0,,,5.0,-43.0,-2.0,15.0,,,16.0,-69.0,1.0,,5.0,,,4.0,,-84.0,10.0,,54.0,-11.0,13.0,24.0,4.0,5.0,5.0,,4.0,,,
,,,,,652.0,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,29.0,,47.0,,-746.0,,,,10.0,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,-20.0,,,,,,1.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,29.0,,,,,,20.0,40.0,,16.0,13.0,,,,38.0,,,,,,,,,,,,,,,,,,5.0,,,,,,27.0,-4.0,,,,,11.0,,,,,,,,,18.0,,17.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.0,,,,,,,,,,,,-27.0,,,,,,,,,,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,42.0,,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,12.0,,,,,,,,,,,-125.0,,,,,,,,,,,,,,-167.0,,20.0,,,,,,,,,
